"ngrams","I","n","S"
"aiin","T",18,"Text"
"aim","T",1,"Text"
"ain","T",1,"Text"
"ainey","T",1,"Text"
"aiphey","T",1,"Text"
"air","T",5,"Text"
"airaldy","T",1,"Text"
"akaly","T",1,"Text"
"akar","T",1,"Text"
"al","T",11,"Text"
"alaiin","T",1,"Text"
"alam","T",3,"Text"
"alar","T",2,"Text"
"aldaiin","T",1,"Text"
"aldam","T",1,"Text"
"aldar","T",1,"Text"
"aldy","T",1,"Text"
"aleedy","T",1,"Text"
"alkam","T",1,"Text"
"alkar","T",1,"Text"
"alkeain","T",1,"Text"
"alkey","T",1,"Text"
"alol","T",1,"Text"
"alols","T",1,"Text"
"alom","T",1,"Text"
"alor","T",2,"Text"
"alos","T",1,"Text"
"als","T",1,"Text"
"aly","T",3,"Text"
"am","T",2,"Text"
"ar","T",25,"Text"
"arairaly","T",1,"Text"
"aral","T",2,"Text"
"aram","T",1,"Text"
"arary","T",2,"Text"
"are","T",1,"Text"
"arodaim","T",1,"Text"
"aropam","T",1,"Text"
"ataiin","T",1,"Text"
"axor","T",1,"Text"
"c","T",1,"Text"
"cfhaiin","T",1,"Text"
"cfhoaiin","T",1,"Text"
"cfhol","T",2,"Text"
"cfhy","T",1,"Text"
"chaiin","T",1,"Text"
"chairal","T",1,"Text"
"chal","T",9,"Text"
"chalolky","T",1,"Text"
"chaly","T",3,"Text"
"cham","T",2,"Text"
"chap","T",1,"Text"
"char","T",4,"Text"
"chary","T",1,"Text"
"chcfheor","T",1,"Text"
"chckaiin","T",1,"Text"
"chckhdy","T",2,"Text"
"chckhedy","T",1,"Text"
"chckhy","T",1,"Text"
"chcphdy","T",1,"Text"
"chcthdy","T",1,"Text"
"chcthedy","T",1,"Text"
"chcthihy","T",1,"Text"
"chctho","T",1,"Text"
"chcthy","T",3,"Text"
"chdal","T",1,"Text"
"chdy","T",7,"Text"
"cheal","T",4,"Text"
"cheam","T",1,"Text"
"chear","T",3,"Text"
"checphey","T",1,"Text"
"chedair","T",1,"Text"
"chedal","T",1,"Text"
"chedar","T",1,"Text"
"chedy","T",9,"Text"
"cheedy","T",3,"Text"
"cheekey","T",2,"Text"
"cheeky","T",2,"Text"
"cheeo","T",1,"Text"
"cheer","T",1,"Text"
"chees","T",1,"Text"
"cheeteey","T",1,"Text"
"cheey","T",3,"Text"
"chekchy","T",1,"Text"
"chekeey","T",1,"Text"
"chekeody","T",1,"Text"
"chekey","T",1,"Text"
"cheky","T",5,"Text"
"cheo","T",1,"Text"
"cheockhey","T",1,"Text"
"cheocthey","T",1,"Text"
"cheod","T",1,"Text"
"cheody","T",3,"Text"
"cheoekar","T",1,"Text"
"cheoky","T",1,"Text"
"cheol","T",5,"Text"
"cheoldy","T",1,"Text"
"cheolkeedy","T",1,"Text"
"cheoly","T",1,"Text"
"cheom","T",1,"Text"
"cheor","T",3,"Text"
"cheos","T",1,"Text"
"chepchey","T",1,"Text"
"ches","T",1,"Text"
"chety","T",2,"Text"
"chey","T",6,"Text"
"cheyl","T",1,"Text"
"chhy","T",1,"Text"
"chkaiin","T",1,"Text"
"chkalar","T",1,"Text"
"chky","T",1,"Text"
"cho","T",1,"Text"
"choar","T",1,"Text"
"chockhey","T",1,"Text"
"chockhy","T",1,"Text"
"chod","T",1,"Text"
"chodaiin","T",2,"Text"
"chodain","T",1,"Text"
"chodol","T",1,"Text"
"chody","T",4,"Text"
"choekchy","T",1,"Text"
"chofaly","T",1,"Text"
"chofchdy","T",1,"Text"
"chofchol","T",1,"Text"
"chok","T",1,"Text"
"chokaiin","T",1,"Text"
"chokain","T",1,"Text"
"chokal","T",2,"Text"
"chokeey","T",2,"Text"
"chokey","T",2,"Text"
"choky","T",3,"Text"
"chol","T",16,"Text"
"cholaiin","T",1,"Text"
"cholairy","T",1,"Text"
"cholaly","T",1,"Text"
"cholar","T",1,"Text"
"choldal","T",1,"Text"
"choldy","T",1,"Text"
"cholfy","T",1,"Text"
"cholkar","T",1,"Text"
"cholols","T",1,"Text"
"cholpchd","T",1,"Text"
"cholraly","T",1,"Text"
"choltaly","T",1,"Text"
"choltam","T",1,"Text"
"choly","T",1,"Text"
"chor","T",8,"Text"
"chos","T",3,"Text"
"chotam","T",1,"Text"
"chotar","T",1,"Text"
"chotey","T",1,"Text"
"choty","T",3,"Text"
"chscthy","T",1,"Text"
"chtaiin","T",1,"Text"
"chtaldy","T",1,"Text"
"chtor","T",1,"Text"
"chxar","T",1,"Text"
"chy","T",5,"Text"
"chypaldy","T",1,"Text"
"ckeor","T",1,"Text"
"ckhar","T",1,"Text"
"ckhey","T",3,"Text"
"ckhol","T",1,"Text"
"ckhy","T",1,"Text"
"ckhyds","T",1,"Text"
"cphar","T",1,"Text"
"cphealy","T",1,"Text"
"cphedy","T",3,"Text"
"cphesaiin","T",1,"Text"
"cphey","T",1,"Text"
"cpho","T",1,"Text"
"cphodaiils","T",1,"Text"
"cphol","T",1,"Text"
"cphoy","T",1,"Text"
"cphy","T",1,"Text"
"csedar","T",1,"Text"
"csees","T",1,"Text"
"cthaiin","T",1,"Text"
"cthal","T",1,"Text"
"cthar","T",2,"Text"
"cthdy","T",1,"Text"
"cthes","T",1,"Text"
"cthey","T",1,"Text"
"cthoary","T",1,"Text"
"cthol","T",1,"Text"
"ctholdar","T",1,"Text"
"cthols","T",1,"Text"
"ctholy","T",1,"Text"
"cthy","T",3,"Text"
"d","T",4,"Text"
"daicthy","T",1,"Text"
"daiiin","T",1,"Text"
"daiin","T",28,"Text"
"daiir","T",2,"Text"
"dain","T",6,"Text"
"dair","T",8,"Text"
"dairal","T",1,"Text"
"dairar","T",1,"Text"
"dairody","T",1,"Text"
"dal","T",23,"Text"
"dalal","T",2,"Text"
"dalam","T",1,"Text"
"dalar","T",4,"Text"
"dalchdy","T",1,"Text"
"dalcheeeky","T",1,"Text"
"dalchor","T",1,"Text"
"dalchy","T",1,"Text"
"daldy","T",3,"Text"
"dalol","T",2,"Text"
"dalols","T",1,"Text"
"dalor","T",3,"Text"
"daly","T",7,"Text"
"dalychs","T",1,"Text"
"dam","T",5,"Text"
"daoly","T",1,"Text"
"dar","T",15,"Text"
"dara","T",1,"Text"
"daraiin","T",1,"Text"
"darar","T",1,"Text"
"daror","T",1,"Text"
"dary","T",1,"Text"
"dasd","T",1,"Text"
"dchaiin","T",1,"Text"
"dchairam","T",1,"Text"
"dchar","T",1,"Text"
"dchdal","T",1,"Text"
"dchefoey","T",1,"Text"
"dcheol","T",1,"Text"
"dchol","T",1,"Text"
"dcholy","T",1,"Text"
"dkam","T",1,"Text"
"dkar","T",1,"Text"
"dl","T",1,"Text"
"dlocta","T",1,"Text"
"dol","T",3,"Text"
"dolar","T",1,"Text"
"dor","T",3,"Text"
"dorchdy","T",1,"Text"
"dory","T",1,"Text"
"dos","T",1,"Text"
"dshaly","T",1,"Text"
"dshedy","T",1,"Text"
"dsheol","T",1,"Text"
"dshodal","T",1,"Text"
"dshor","T",1,"Text"
"dtor","T",1,"Text"
"dtshol","T",1,"Text"
"dxar","T",1,"Text"
"dy","T",8,"Text"
"dydyd","T",1,"Text"
"dyky","T",1,"Text"
"dytal","T",1,"Text"
"ealam","T",1,"Text"
"eeodaiin","T",1,"Text"
"f","T",2,"Text"
"fachys","T",1,"Text"
"faiir","T",1,"Text"
"far","T",1,"Text"
"fchdar","T",1,"Text"
"fchedys","T",1,"Text"
"fchey","T",1,"Text"
"ihy","T",1,"Text"
"kaer","T",1,"Text"
"kaiin","T",2,"Text"
"kair","T",1,"Text"
"kal","T",2,"Text"
"kaldy","T",1,"Text"
"kam","T",1,"Text"
"kar","T",4,"Text"
"karar","T",1,"Text"
"kardy","T",1,"Text"
"kchdar","T",1,"Text"
"kchedar","T",1,"Text"
"kchedy","T",1,"Text"
"kcheeky","T",1,"Text"
"kcheody","T",1,"Text"
"kchody","T",1,"Text"
"kchom","T",1,"Text"
"kchy","T",1,"Text"
"keal","T",1,"Text"
"kechody","T",1,"Text"
"kedy","T",2,"Text"
"keeo","T",2,"Text"
"keey","T",3,"Text"
"keody","T",3,"Text"
"keshor","T",1,"Text"
"key","T",1,"Text"
"kodaiin","T",1,"Text"
"kodary","T",1,"Text"
"kodshey","T",1,"Text"
"kody","T",1,"Text"
"kol","T",3,"Text"
"kor","T",2,"Text"
"kos","T",1,"Text"
"koshey","T",1,"Text"
"kshar","T",1,"Text"
"kshedy","T",1,"Text"
"ksheey","T",1,"Text"
"kshoy","T",1,"Text"
"kshy","T",1,"Text"
"ky","T",2,"Text"
"l","T",2,"Text"
"lam","T",1,"Text"
"lchdy","T",1,"Text"
"lchedy","T",2,"Text"
"lchey","T",3,"Text"
"ld","T",1,"Text"
"ldaiin","T",1,"Text"
"ldo","T",1,"Text"
"ldy","T",1,"Text"
"lkchedy","T",1,"Text"
"lkeedy","T",1,"Text"
"lkeol","T",1,"Text"
"lkor","T",1,"Text"
"lodaiin","T",1,"Text"
"lor","T",1,"Text"
"lpchees","T",1,"Text"
"ls","T",1,"Text"
"lshedy","T",2,"Text"
"lsheody","T",1,"Text"
"ltar","T",1,"Text"
"ltsholy","T",1,"Text"
"m","T",1,"Text"
"o","T",7,"Text"
"oar","T",1,"Text"
"ochaly","T",1,"Text"
"ockhey","T",1,"Text"
"ockhy","T",1,"Text"
"odaiiin","T",1,"Text"
"odaiin","T",4,"Text"
"odair","T",1,"Text"
"odalaly","T",1,"Text"
"odalar","T",1,"Text"
"odeeed","T",1,"Text"
"odor","T",1,"Text"
"odshchol","T",1,"Text"
"oeear","T",1,"Text"
"oees","T",1,"Text"
"oeeseary","T",1,"Text"
"oekeody","T",1,"Text"
"oetalchg","T",1,"Text"
"ofar","T",1,"Text"
"ofaram","T",1,"Text"
"ofasar","T",1,"Text"
"ofchey","T",1,"Text"
"oiin","T",1,"Text"
"okaiin","T",5,"Text"
"okaiir","T",2,"Text"
"okain","T",4,"Text"
"okair","T",2,"Text"
"okal","T",14,"Text"
"okalal","T",2,"Text"
"okalchedy","T",1,"Text"
"okalchy","T",1,"Text"
"okaldy","T",2,"Text"
"okalody","T",1,"Text"
"okalor","T",1,"Text"
"okaly","T",4,"Text"
"okalys","T",1,"Text"
"okam","T",2,"Text"
"okan","T",2,"Text"
"okar","T",8,"Text"
"okary","T",1,"Text"
"okchdy","T",2,"Text"
"okchedy","T",1,"Text"
"okchey","T",1,"Text"
"okcho","T",1,"Text"
"okchy","T",3,"Text"
"okeal","T",2,"Text"
"okedals","T",1,"Text"
"okedes","T",1,"Text"
"okedy","T",7,"Text"
"okeeam","T",1,"Text"
"okees","T",1,"Text"
"okeey","T",1,"Text"
"okeody","T",4,"Text"
"okeoly","T",1,"Text"
"okeor","T",3,"Text"
"okey","T",3,"Text"
"okol","T",2,"Text"
"okolchy","T",1,"Text"
"okor","T",1,"Text"
"okshd","T",1,"Text"
"oksho","T",1,"Text"
"oky","T",3,"Text"
"okyd","T",1,"Text"
"ol","T",19,"Text"
"olaiin","T",1,"Text"
"olain","T",1,"Text"
"olaldy","T",1,"Text"
"olalor","T",1,"Text"
"olaly","T",2,"Text"
"olar","T",1,"Text"
"olaraly","T",1,"Text"
"olchear","T",1,"Text"
"olchedy","T",2,"Text"
"olchocfhy","T",1,"Text"
"olchokal","T",1,"Text"
"oldain","T",1,"Text"
"oleeam","T",1,"Text"
"oleeckhey","T",1,"Text"
"oleeey","T",1,"Text"
"oleesey","T",1,"Text"
"olekar","T",1,"Text"
"olfcham","T",1,"Text"
"olkaly","T",1,"Text"
"olkam","T",1,"Text"
"olkeal","T",1,"Text"
"olkedaiin","T",1,"Text"
"olkeedy","T",2,"Text"
"olkeeody","T",1,"Text"
"olkeey","T",2,"Text"
"olkeol","T",1,"Text"
"olky","T",1,"Text"
"olol","T",1,"Text"
"olor","T",1,"Text"
"olpchdy","T",1,"Text"
"ols","T",1,"Text"
"olseeg","T",1,"Text"
"olshedy","T",2,"Text"
"oly","T",3,"Text"
"om","T",1,"Text"
"opaiin","T",2,"Text"
"opakam","T",1,"Text"
"opal","T",1,"Text"
"opaldaiin","T",1,"Text"
"opchal","T",1,"Text"
"opchdy","T",1,"Text"
"opchedy","T",1,"Text"
"opcheear","T",1,"Text"
"opcheey","T",1,"Text"
"opchey","T",1,"Text"
"opchsd","T",1,"Text"
"opolkeor","T",1,"Text"
"opsheolaiin","T",1,"Text"
"opy","T",1,"Text"
"opydaiin","T",1,"Text"
"oqotaly","T",1,"Text"
"or","T",10,"Text"
"oraiin","T",5,"Text"
"oram","T",1,"Text"
"orar","T",1,"Text"
"orcheey","T",1,"Text"
"oreeey","T",1,"Text"
"org","T",1,"Text"
"orky","T",1,"Text"
"ors","T",1,"Text"
"ory","T",1,"Text"
"osaiin","T",2,"Text"
"osal","T",1,"Text"
"otaiin","T",4,"Text"
"otain","T",1,"Text"
"otair","T",1,"Text"
"otairin","T",1,"Text"
"otakar","T",1,"Text"
"otal","T",9,"Text"
"otalal","T",1,"Text"
"otalar","T",1,"Text"
"otalchal","T",1,"Text"
"otaldy","T",1,"Text"
"otalor","T",2,"Text"
"otals","T",1,"Text"
"otaly","T",3,"Text"
"otam","T",3,"Text"
"otar","T",8,"Text"
"otarar","T",1,"Text"
"otarchol","T",1,"Text"
"otary","T",1,"Text"
"otchdy","T",4,"Text"
"otchedy","T",4,"Text"
"otcheo","T",1,"Text"
"otchey","T",1,"Text"
"otchol","T",2,"Text"
"otchy","T",3,"Text"
"ote","T",1,"Text"
"otechdy","T",1,"Text"
"otedam","T",1,"Text"
"otedy","T",6,"Text"
"oteedy","T",2,"Text"
"oteeoaly","T",1,"Text"
"oteeor","T",1,"Text"
"oteey","T",2,"Text"
"oteochey","T",1,"Text"
"oteodchy","T",1,"Text"
"oteody","T",3,"Text"
"oteol","T",1,"Text"
"oteom","T",1,"Text"
"oteor","T",1,"Text"
"oteory","T",1,"Text"
"oteos","T",1,"Text"
"otey","T",4,"Text"
"oto","T",1,"Text"
"otol","T",3,"Text"
"otor","T",1,"Text"
"otoralchy","T",1,"Text"
"otshey","T",1,"Text"
"oty","T",2,"Text"
"oydar","T",1,"Text"
"p","T",1,"Text"
"pchdaiin","T",1,"Text"
"pchdy","T",1,"Text"
"pchedy","T",2,"Text"
"pcheoy","T",1,"Text"
"pchey","T",1,"Text"
"pchody","T",1,"Text"
"pchof","T",1,"Text"
"pchshy","T",1,"Text"
"pdaiin","T",1,"Text"
"pdar","T",1,"Text"
"pdsheody","T",1,"Text"
"poaly","T",1,"Text"
"podaiin","T",1,"Text"
"podaiir","T",1,"Text"
"polal","T",1,"Text"
"polky","T",1,"Text"
"psheey","T",1,"Text"
"psheody","T",1,"Text"
"pshol","T",1,"Text"
"pydaly","T",1,"Text"
"pydeey","T",1,"Text"
"qekedy","T",1,"Text"
"qetais","T",1,"Text"
"qoaiin","T",1,"Text"
"qoaiir","T",1,"Text"
"qoais","T",1,"Text"
"qoal","T",1,"Text"
"qoar","T",2,"Text"
"qocheky","T",1,"Text"
"qockhy","T",2,"Text"
"qocphdy","T",1,"Text"
"qocphody","T",1,"Text"
"qocthdy","T",1,"Text"
"qocthedy","T",1,"Text"
"qoctho","T",1,"Text"
"qodaiin","T",2,"Text"
"qodal","T",1,"Text"
"qoeear","T",1,"Text"
"qoekaly","T",1,"Text"
"qofchdy","T",1,"Text"
"qofcheol","T",1,"Text"
"qofchy","T",1,"Text"
"qofol","T",1,"Text"
"qokaiin","T",6,"Text"
"qokaiir","T",1,"Text"
"qokain","T",2,"Text"
"qokair","T",5,"Text"
"qokal","T",13,"Text"
"qokalam","T",1,"Text"
"qokalar","T",1,"Text"
"qokalchal","T",1,"Text"
"qokaldy","T",3,"Text"
"qokalor","T",2,"Text"
"qokalos","T",1,"Text"
"qokals","T",1,"Text"
"qokaly","T",7,"Text"
"qokar","T",11,"Text"
"qokchdy","T",4,"Text"
"qokchedy","T",2,"Text"
"qokchey","T",1,"Text"
"qokeal","T",1,"Text"
"qokechy","T",1,"Text"
"qokedy","T",4,"Text"
"qokeedar","T",1,"Text"
"qokeedy","T",2,"Text"
"qokeeody","T",2,"Text"
"qokeeos","T",1,"Text"
"qokees","T",1,"Text"
"qokeey","T",8,"Text"
"qokeody","T",4,"Text"
"qokeol","T",2,"Text"
"qokeos","T",1,"Text"
"qokeshy","T",1,"Text"
"qokey","T",3,"Text"
"qokiir","T",1,"Text"
"qokol","T",2,"Text"
"qokoldy","T",1,"Text"
"qokor","T",3,"Text"
"qokshd","T",1,"Text"
"qokshey","T",1,"Text"
"qokshy","T",1,"Text"
"qoky","T",9,"Text"
"qolaiin","T",1,"Text"
"qolsa","T",1,"Text"
"qopaiim","T",1,"Text"
"qopaiin","T",1,"Text"
"qopar","T",2,"Text"
"qopchedy","T",1,"Text"
"qopcheedy","T",1,"Text"
"qopol","T",1,"Text"
"qor","T",2,"Text"
"qotaiin","T",3,"Text"
"qotaily","T",1,"Text"
"qotain","T",2,"Text"
"qotair","T",1,"Text"
"qotal","T",4,"Text"
"qotalody","T",1,"Text"
"qotalom","T",1,"Text"
"qotar","T",2,"Text"
"qotchdy","T",2,"Text"
"qotchedy","T",2,"Text"
"qotdcty","T",1,"Text"
"qotedal","T",1,"Text"
"qotedy","T",2,"Text"
"qoteeod","T",1,"Text"
"qoteoly","T",1,"Text"
"qotesy","T",1,"Text"
"qotey","T",2,"Text"
"qotody","T",1,"Text"
"qotoiin","T",1,"Text"
"qotol","T",2,"Text"
"qotoly","T",1,"Text"
"qoty","T",2,"Text"
"qotyshey","T",1,"Text"
"r","T",6,"Text"
"raiin","T",3,"Text"
"rair","T",1,"Text"
"rals","T",1,"Text"
"raraiiin","T",1,"Text"
"raral","T",1,"Text"
"rary","T",1,"Text"
"rchy","T",1,"Text"
"ro","T",1,"Text"
"roloty","T",1,"Text"
"rotaiin","T",1,"Text"
"rsheodor","T",1,"Text"
"ry","T",1,"Text"
"s","T",10,"Text"
"saiin","T",5,"Text"
"saiir","T",1,"Text"
"sair","T",2,"Text"
"salol","T",1,"Text"
"sar","T",4,"Text"
"sarols","T",1,"Text"
"schdy","T",1,"Text"
"schedaiir","T",1,"Text"
"schocthhy","T",1,"Text"
"sckhey","T",1,"Text"
"sh","T",2,"Text"
"shaiin","T",1,"Text"
"shalom","T",1,"Text"
"shaly","T",1,"Text"
"sham","T",1,"Text"
"shar","T",4,"Text"
"sharal","T",1,"Text"
"sharam","T",1,"Text"
"shckhar","T",1,"Text"
"shckhey","T",1,"Text"
"shcphhy","T",1,"Text"
"shcthaiin","T",1,"Text"
"shcthy","T",2,"Text"
"shdair","T",1,"Text"
"shdaldy","T",1,"Text"
"shdar","T",2,"Text"
"shddy","T",1,"Text"
"shdol","T",1,"Text"
"shdy","T",2,"Text"
"she","T",2,"Text"
"sheaiin","T",1,"Text"
"sheain","T",1,"Text"
"sheal","T",1,"Text"
"shear","T",2,"Text"
"shecthy","T",1,"Text"
"shed","T",1,"Text"
"shedaiin","T",1,"Text"
"shedy","T",9,"Text"
"sheear","T",1,"Text"
"sheedy","T",3,"Text"
"sheeetchy","T",1,"Text"
"sheekchy","T",1,"Text"
"sheey","T",4,"Text"
"shefchdy","T",1,"Text"
"shekair","T",1,"Text"
"shekaly","T",1,"Text"
"shekar","T",1,"Text"
"shekealy","T",1,"Text"
"shekeefy","T",1,"Text"
"shekeeody","T",1,"Text"
"shekey","T",1,"Text"
"shekol","T",1,"Text"
"sheky","T",3,"Text"
"sheo","T",2,"Text"
"sheoctham","T",1,"Text"
"sheocthy","T",1,"Text"
"sheod","T",1,"Text"
"sheodaiin","T",1,"Text"
"sheodal","T",1,"Text"
"sheody","T",3,"Text"
"sheoikhy","T",1,"Text"
"sheokey","T",1,"Text"
"sheol","T",9,"Text"
"sheoldy","T",1,"Text"
"sheols","T",1,"Text"
"sheoltey","T",1,"Text"
"sheor","T",2,"Text"
"sher","T",1,"Text"
"shetam","T",1,"Text"
"shetey","T",1,"Text"
"shetshdy","T",1,"Text"
"shey","T",11,"Text"
"shka","T",1,"Text"
"sho","T",3,"Text"
"shoaiin","T",1,"Text"
"shoar","T",1,"Text"
"shockheey","T",1,"Text"
"shockhy","T",1,"Text"
"shod","T",1,"Text"
"shodaiin","T",1,"Text"
"shodain","T",1,"Text"
"shodary","T",1,"Text"
"shody","T",6,"Text"
"shoekar","T",1,"Text"
"shofol","T",1,"Text"
"shofshedy","T",1,"Text"
"shoiin","T",1,"Text"
"shok","T",1,"Text"
"shokaiir","T",1,"Text"
"shokal","T",1,"Text"
"shokalol","T",1,"Text"
"shokar","T",1,"Text"
"shokcheey","T",1,"Text"
"shokchy","T",1,"Text"
"shokey","T",1,"Text"
"shoky","T",1,"Text"
"shol","T",9,"Text"
"sholaiin","T",1,"Text"
"sholalam","T",1,"Text"
"sholar","T",1,"Text"
"sholdy","T",2,"Text"
"sholy","T",2,"Text"
"shom","T",1,"Text"
"shopalchedy","T",1,"Text"
"shopchy","T",1,"Text"
"shor","T",4,"Text"
"shory","T",1,"Text"
"shos","T",1,"Text"
"shoshy","T",1,"Text"
"shoty","T",1,"Text"
"shoy","T",1,"Text"
"shshdar","T",1,"Text"
"shtor","T",1,"Text"
"shty","T",1,"Text"
"shy","T",1,"Text"
"skaiin","T",1,"Text"
"sodair","T",1,"Text"
"soeeedy","T",1,"Text"
"somy","T",1,"Text"
"sory","T",1,"Text"
"sshedy","T",1,"Text"
"sy","T",2,"Text"
"syaiir","T",1,"Text"
"syly","T",1,"Text"
"sysheos","T",1,"Text"
"t","T",2,"Text"
"taiin","T",3,"Text"
"tair","T",1,"Text"
"tal","T",3,"Text"
"talar","T",1,"Text"
"talchos","T",1,"Text"
"tar","T",3,"Text"
"tarar","T",1,"Text"
"tchedy","T",1,"Text"
"tcheo","T",1,"Text"
"tcheody","T",1,"Text"
"tcheor","T",1,"Text"
"tcheos","T",1,"Text"
"tchey","T",1,"Text"
"tchol","T",1,"Text"
"tcholy","T",1,"Text"
"tchy","T",1,"Text"
"tdam","T",1,"Text"
"tedair","T",1,"Text"
"tedy","T",1,"Text"
"teody","T",1,"Text"
"tocpheey","T",1,"Text"
"todal","T",2,"Text"
"todeeey","T",1,"Text"
"tol","T",1,"Text"
"tolain","T",1,"Text"
"tolair","T",1,"Text"
"tolchedy","T",1,"Text"
"toleeshal","T",1,"Text"
"tolsheo","T",1,"Text"
"tor","T",1,"Text"
"torchey","T",1,"Text"
"tosheo","T",1,"Text"
"tshaly","T",1,"Text"
"tsheed","T",1,"Text"
"tshodeesy","T",1,"Text"
"typchey","T",1,"Text"
"x","T",3,"Text"
"y","T",12,"Text"
"ychedy","T",2,"Text"
"ycheey","T",1,"Text"
"ycheockhy","T",1,"Text"
"ycheor","T",1,"Text"
"ycho","T",1,"Text"
"ydaiin","T",1,"Text"
"ydain","T",1,"Text"
"ydair","T",1,"Text"
"yfair","T",1,"Text"
"ykaiin","T",5,"Text"
"ykair","T",1,"Text"
"ykal","T",3,"Text"
"ykaly","T",4,"Text"
"ykar","T",2,"Text"
"ykchdy","T",1,"Text"
"ykchedy","T",1,"Text"
"ykcol","T",1,"Text"
"ykdair","T",1,"Text"
"ykeain","T",1,"Text"
"ykechod","T",1,"Text"
"ykeedy","T",2,"Text"
"ykeeeody","T",1,"Text"
"ykeeody","T",4,"Text"
"ykeeshy","T",1,"Text"
"ykeey","T",1,"Text"
"ykeol","T",1,"Text"
"ykesheo","T",1,"Text"
"ykey","T",1,"Text"
"ykodas","T",1,"Text"
"ykol","T",1,"Text"
"ykshedy","T",1,"Text"
"yoiin","T",1,"Text"
"ypal","T",1,"Text"
"ypar","T",2,"Text"
"ypchdar","T",1,"Text"
"ypchdy","T",2,"Text"
"ypcher","T",1,"Text"
"yqokaly","T",1,"Text"
"yroleeey","T",1,"Text"
"ys","T",1,"Text"
"ysheedy","T",1,"Text"
"ysheeod","T",1,"Text"
"ysheockhy","T",1,"Text"
"yshey","T",1,"Text"
"ysholshy","T",1,"Text"
"ytain","T",1,"Text"
"ytaipom","T",1,"Text"
"ytal","T",3,"Text"
"ytalar","T",1,"Text"
"ytalody","T",1,"Text"
"ytam","T",2,"Text"
"ytar","T",4,"Text"
"ytarody","T",1,"Text"
"ytashy","T",1,"Text"
"ytchaly","T",1,"Text"
"ytchody","T",1,"Text"
"yteochy","T",1,"Text"
"yteody","T",1,"Text"
"yteol","T",1,"Text"
"yteor","T",1,"Text"
"yto","T",1,"Text"
"ytor","T",2,"Text"
"adal","Z",1,"Zodiac"
"aekeeey","Z",1,"Zodiac"
"aes","Z",1,"Zodiac"
"aiin","Z",27,"Zodiac"
"aiinod","Z",1,"Zodiac"
"ainam","Z",1,"Zodiac"
"air","Z",6,"Zodiac"
"al","Z",29,"Zodiac"
"alaiiin","Z",1,"Zodiac"
"alain","Z",1,"Zodiac"
"alal","Z",1,"Zodiac"
"alar","Z",3,"Zodiac"
"alcheky","Z",1,"Zodiac"
"alchol","Z",1,"Zodiac"
"ald","Z",1,"Zodiac"
"aldy","Z",2,"Zodiac"
"alkam","Z",1,"Zodiac"
"alo","Z",1,"Zodiac"
"alody","Z",2,"Zodiac"
"alols","Z",1,"Zodiac"
"aloly","Z",1,"Zodiac"
"alor","Z",1,"Zodiac"
"alos","Z",1,"Zodiac"
"aloy","Z",1,"Zodiac"
"alshdy","Z",1,"Zodiac"
"alshey","Z",2,"Zodiac"
"alshy","Z",1,"Zodiac"
"alteol","Z",1,"Zodiac"
"aly","Z",6,"Zodiac"
"am","Z",10,"Zodiac"
"an","Z",1,"Zodiac"
"ar","Z",26,"Zodiac"
"arar","Z",1,"Zodiac"
"arary","Z",1,"Zodiac"
"araydy","Z",1,"Zodiac"
"arl","Z",1,"Zodiac"
"arol","Z",1,"Zodiac"
"ary","Z",3,"Zodiac"
"as","Z",2,"Zodiac"
"asaly","Z",1,"Zodiac"
"ateey","Z",1,"Zodiac"
"atey","Z",1,"Zodiac"
"chal","Z",2,"Zodiac"
"chalaiin","Z",1,"Zodiac"
"chalaly","Z",1,"Zodiac"
"cham","Z",1,"Zodiac"
"char","Z",3,"Zodiac"
"charam","Z",1,"Zodiac"
"chchs","Z",1,"Zodiac"
"chckhhy","Z",1,"Zodiac"
"chckhy","Z",1,"Zodiac"
"chcpy","Z",1,"Zodiac"
"chcthhy","Z",1,"Zodiac"
"chcthy","Z",1,"Zodiac"
"chdar","Z",1,"Zodiac"
"chdy","Z",4,"Zodiac"
"cheal","Z",1,"Zodiac"
"ched","Z",1,"Zodiac"
"chedaiin","Z",1,"Zodiac"
"chedain","Z",1,"Zodiac"
"chedal","Z",1,"Zodiac"
"chedaly","Z",1,"Zodiac"
"chedar","Z",1,"Zodiac"
"chedy","Z",3,"Zodiac"
"cheedy","Z",2,"Zodiac"
"cheeey","Z",1,"Zodiac"
"cheekaiin","Z",1,"Zodiac"
"cheeky","Z",1,"Zodiac"
"cheem","Z",1,"Zodiac"
"cheeokseo","Z",1,"Zodiac"
"cheeor","Z",1,"Zodiac"
"chees","Z",3,"Zodiac"
"cheesy","Z",1,"Zodiac"
"cheey","Z",5,"Zodiac"
"chefy","Z",1,"Zodiac"
"cheis","Z",1,"Zodiac"
"chekaiin","Z",2,"Zodiac"
"chekaiphy","Z",1,"Zodiac"
"chekaithhy","Z",1,"Zodiac"
"chekalchs","Z",1,"Zodiac"
"chekar","Z",1,"Zodiac"
"chekeal","Z",1,"Zodiac"
"chekeen","Z",1,"Zodiac"
"chekeol","Z",1,"Zodiac"
"chekey","Z",1,"Zodiac"
"cheky","Z",3,"Zodiac"
"chem","Z",1,"Zodiac"
"cheody","Z",4,"Zodiac"
"cheoekcy","Z",1,"Zodiac"
"cheoekey","Z",1,"Zodiac"
"cheoepy","Z",1,"Zodiac"
"cheokaidy","Z",1,"Zodiac"
